TipusCasData,RegioSanitariaCodi,RegioSanitariaDescripcio,EdatRang,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos,date
08/04/2020,7802,Metropolità Nord,50-59,0,Home,Sospitós,34,2020-04-08
08/04/2020,6100,Lleida,90+,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,7803,Barcelona Ciutat,40-49,0,Home,Sospitós,38,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,60-69,1,Dona,Sospitós,2,2020-04-08
08/04/2020,7803,Barcelona Ciutat,40-49,1,Dona,Sospitós,60,2020-04-08
08/04/2020,6200,Camp de Tarragona,80-89,1,Dona,Positiu PCR,4,2020-04-08
08/04/2020,6700,Catalunya Central,70-79,0,Home,Sospitós,4,2020-04-08
08/04/2020,6300,Terres de l'Ebre,20-29,1,Dona,Sospitós,1,2020-04-08
08/04/2020,6100,Lleida,60-69,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,7803,Barcelona Ciutat,60-69,0,Home,Positiu PCR,21,2020-04-08
08/04/2020,7803,Barcelona Ciutat,30-39,1,Dona,Positiu PCR,18,2020-04-08
08/04/2020,6700,Catalunya Central,10-19,0,Home,Sospitós,1,2020-04-08
08/04/2020,6700,Catalunya Central,90+,1,Dona,Sospitós,11,2020-04-08
08/04/2020,6700,Catalunya Central,70-79,0,Home,Positiu PCR,11,2020-04-08
08/04/2020,7801,Metropolità Sud,50-59,0,Home,Positiu PCR,16,2020-04-08
08/04/2020,6400,Girona,30-39,1,Dona,Sospitós,39,2020-04-08
08/04/2020,6100,Lleida,90+,1,Dona,Positiu PCR,3,2020-04-08
08/04/2020,6100,Lleida,70-79,0,Home,Sospitós,5,2020-04-08
08/04/2020,6400,Girona,0-9,0,Home,Positiu PCR,1,2020-04-08
08/04/2020,7803,Barcelona Ciutat,40-49,1,Dona,Positiu per Test Ràpid,2,2020-04-08
08/04/2020,7802,Metropolità Nord,20-29,1,Dona,Sospitós,60,2020-04-08
08/04/2020,7802,Metropolità Nord,40-49,0,Home,Sospitós,39,2020-04-08
08/04/2020,7801,Metropolità Sud,40-49,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6300,Terres de l'Ebre,60-69,1,Dona,Sospitós,8,2020-04-08
08/04/2020,6300,Terres de l'Ebre,80-89,0,Home,Sospitós,2,2020-04-08
08/04/2020,7802,Metropolità Nord,20-29,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,0000,No classificat,60-69,0,Home,Positiu PCR,5,2020-04-08
08/04/2020,6700,Catalunya Central,0-9,0,Home,Sospitós,1,2020-04-08
08/04/2020,0000,No classificat,50-59,0,Home,Sospitós,5,2020-04-08
08/04/2020,7801,Metropolità Sud,60-69,0,Home,Sospitós,15,2020-04-08
08/04/2020,7802,Metropolità Nord,30-39,1,Dona,Sospitós,69,2020-04-08
08/04/2020,6400,Girona,40-49,0,Home,Positiu PCR,4,2020-04-08
08/04/2020,7803,Barcelona Ciutat,50-59,0,Home,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,7803,Barcelona Ciutat,30-39,0,Home,Positiu PCR,13,2020-04-08
08/04/2020,7802,Metropolità Nord,40-49,0,Home,Positiu PCR,18,2020-04-08
08/04/2020,6100,Lleida,50-59,1,Dona,Sospitós,13,2020-04-08
08/04/2020,7803,Barcelona Ciutat,20-29,1,Dona,Positiu PCR,13,2020-04-08
08/04/2020,7802,Metropolità Nord,10-19,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,7803,Barcelona Ciutat,10-19,1,Dona,Positiu PCR,2,2020-04-08
08/04/2020,7803,Barcelona Ciutat,20-29,1,Dona,Sospitós,36,2020-04-08
08/04/2020,6300,Terres de l'Ebre,30-39,1,Dona,Positiu PCR,2,2020-04-08
08/04/2020,0000,No classificat,40-49,1,Dona,Positiu PCR,4,2020-04-08
08/04/2020,6400,Girona,70-79,1,Dona,Sospitós,12,2020-04-08
08/04/2020,6400,Girona,0-9,1,Dona,Sospitós,3,2020-04-08
08/04/2020,6200,Camp de Tarragona,20-29,1,Dona,Positiu PCR,9,2020-04-08
08/04/2020,7802,Metropolità Nord,30-39,1,Dona,Positiu PCR,19,2020-04-08
08/04/2020,7803,Barcelona Ciutat,60-69,0,Home,Sospitós,22,2020-04-08
08/04/2020,7803,Barcelona Ciutat,50-59,0,Home,Positiu PCR,21,2020-04-08
08/04/2020,7802,Metropolità Nord,80-89,1,Dona,Positiu PCR,40,2020-04-08
08/04/2020,6100,Lleida,80-89,0,Home,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6700,Catalunya Central,60-69,1,Dona,Sospitós,14,2020-04-08
08/04/2020,7803,Barcelona Ciutat,10-19,0,Home,Sospitós,3,2020-04-08
08/04/2020,7803,Barcelona Ciutat,70-79,1,Dona,Sospitós,20,2020-04-08
08/04/2020,6100,Lleida,30-39,1,Dona,Sospitós,18,2020-04-08
08/04/2020,7802,Metropolità Nord,40-49,1,Dona,Sospitós,76,2020-04-08
08/04/2020,6400,Girona,80-89,0,Home,Positiu PCR,5,2020-04-08
08/04/2020,7803,Barcelona Ciutat,20-29,0,Home,Positiu PCR,6,2020-04-08
08/04/2020,6200,Camp de Tarragona,60-69,0,Home,Sospitós,7,2020-04-08
08/04/2020,0000,No classificat,30-39,0,Home,Positiu PCR,6,2020-04-08
08/04/2020,6100,Lleida,60-69,0,Home,Sospitós,1,2020-04-08
08/04/2020,6700,Catalunya Central,10-19,1,Dona,Sospitós,1,2020-04-08
08/04/2020,6100,Lleida,80-89,1,Dona,Positiu PCR,6,2020-04-08
08/04/2020,7802,Metropolità Nord,20-29,1,Dona,Positiu PCR,15,2020-04-08
08/04/2020,0000,No classificat,40-49,1,Dona,Sospitós,5,2020-04-08
08/04/2020,0000,No classificat,0-9,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,6400,Girona,30-39,0,Home,Positiu PCR,5,2020-04-08
08/04/2020,6400,Girona,60-69,0,Home,Sospitós,18,2020-04-08
08/04/2020,6100,Lleida,50-59,0,Home,Sospitós,5,2020-04-08
08/04/2020,6100,Lleida,40-49,1,Dona,Sospitós,12,2020-04-08
08/04/2020,7801,Metropolità Sud,90+,1,Dona,Positiu PCR,41,2020-04-08
08/04/2020,7803,Barcelona Ciutat,90+,1,Dona,Sospitós,40,2020-04-08
08/04/2020,7801,Metropolità Sud,20-29,1,Dona,Sospitós,32,2020-04-08
08/04/2020,7802,Metropolità Nord,60-69,0,Home,Sospitós,41,2020-04-08
08/04/2020,6100,Lleida,40-49,0,Home,Sospitós,6,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,40-49,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,7801,Metropolità Sud,30-39,1,Dona,Sospitós,49,2020-04-08
08/04/2020,7803,Barcelona Ciutat,70-79,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,7802,Metropolità Nord,60-69,1,Dona,Sospitós,39,2020-04-08
08/04/2020,7803,Barcelona Ciutat,0-9,1,Dona,Sospitós,1,2020-04-08
08/04/2020,7803,Barcelona Ciutat,70-79,1,Dona,Positiu PCR,24,2020-04-08
08/04/2020,6700,Catalunya Central,50-59,0,Home,Sospitós,9,2020-04-08
08/04/2020,6200,Camp de Tarragona,30-39,1,Dona,Positiu PCR,6,2020-04-08
08/04/2020,6200,Camp de Tarragona,80-89,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,0000,No classificat,10-19,0,Home,Positiu PCR,1,2020-04-08
08/04/2020,6700,Catalunya Central,20-29,0,Home,Positiu PCR,3,2020-04-08
08/04/2020,6700,Catalunya Central,70-79,1,Dona,Sospitós,4,2020-04-08
08/04/2020,6100,Lleida,30-39,0,Home,Sospitós,5,2020-04-08
08/04/2020,6700,Catalunya Central,30-39,1,Dona,Sospitós,24,2020-04-08
08/04/2020,6200,Camp de Tarragona,70-79,1,Dona,Positiu PCR,3,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,40-49,0,Home,Sospitós,6,2020-04-08
08/04/2020,7802,Metropolità Nord,90+,0,Home,Positiu PCR,11,2020-04-08
08/04/2020,7803,Barcelona Ciutat,70-79,0,Home,Sospitós,18,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,30-39,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,6100,Lleida,80-89,1,Dona,Sospitós,6,2020-04-08
08/04/2020,6400,Girona,30-39,1,Dona,Positiu PCR,13,2020-04-08
08/04/2020,0000,No classificat,40-49,0,Home,Sospitós,9,2020-04-08
08/04/2020,6200,Camp de Tarragona,60-69,1,Dona,Sospitós,12,2020-04-08
08/04/2020,6300,Terres de l'Ebre,30-39,1,Dona,Sospitós,8,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,0-9,0,Home,Sospitós,1,2020-04-08
08/04/2020,6200,Camp de Tarragona,40-49,0,Home,Sospitós,8,2020-04-08
08/04/2020,6400,Girona,20-29,0,Home,Positiu PCR,1,2020-04-08
08/04/2020,6700,Catalunya Central,90+,1,Dona,Positiu PCR,9,2020-04-08
08/04/2020,7802,Metropolità Nord,20-29,0,Home,Positiu per Test Ràpid,2,2020-04-08
08/04/2020,6700,Catalunya Central,80-89,0,Home,Sospitós,10,2020-04-08
08/04/2020,6100,Lleida,40-49,1,Dona,Positiu PCR,4,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,80-89,0,Home,Sospitós,2,2020-04-08
08/04/2020,7802,Metropolità Nord,80-89,0,Home,Positiu per Test Ràpid,2,2020-04-08
08/04/2020,0000,No classificat,30-39,1,Dona,Positiu PCR,2,2020-04-08
08/04/2020,0000,No classificat,90+,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,6200,Camp de Tarragona,70-79,0,Home,Sospitós,15,2020-04-08
08/04/2020,7803,Barcelona Ciutat,30-39,1,Dona,Sospitós,40,2020-04-08
08/04/2020,6400,Girona,50-59,1,Dona,Positiu PCR,20,2020-04-08
08/04/2020,6400,Girona,50-59,0,Home,Sospitós,33,2020-04-08
08/04/2020,6200,Camp de Tarragona,40-49,0,Home,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,0000,No classificat,50-59,1,Dona,Sospitós,2,2020-04-08
08/04/2020,0000,No classificat,10-19,0,Home,Sospitós,2,2020-04-08
08/04/2020,7801,Metropolità Sud,20-29,0,Home,Positiu PCR,5,2020-04-08
08/04/2020,7801,Metropolità Sud,60-69,1,Dona,Sospitós,28,2020-04-08
08/04/2020,6200,Camp de Tarragona,30-39,0,Home,Sospitós,6,2020-04-08
08/04/2020,6400,Girona,10-19,0,Home,Sospitós,4,2020-04-08
08/04/2020,7801,Metropolità Sud,50-59,0,Home,Sospitós,38,2020-04-08
08/04/2020,6200,Camp de Tarragona,10-19,1,Dona,Sospitós,6,2020-04-08
08/04/2020,6700,Catalunya Central,80-89,1,Dona,Sospitós,9,2020-04-08
08/04/2020,7802,Metropolità Nord,0-9,1,Dona,Sospitós,2,2020-04-08
08/04/2020,6700,Catalunya Central,30-39,0,Home,Sospitós,15,2020-04-08
08/04/2020,6100,Lleida,50-59,1,Dona,Positiu PCR,10,2020-04-08
08/04/2020,6300,Terres de l'Ebre,70-79,1,Dona,Sospitós,6,2020-04-08
08/04/2020,6300,Terres de l'Ebre,60-69,0,Home,Positiu PCR,1,2020-04-08
08/04/2020,6100,Lleida,30-39,1,Dona,Positiu PCR,3,2020-04-08
08/04/2020,6100,Lleida,50-59,0,Home,Positiu PCR,6,2020-04-08
08/04/2020,0000,No classificat,50-59,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,0000,No classificat,30-39,1,Dona,Sospitós,8,2020-04-08
08/04/2020,6300,Terres de l'Ebre,70-79,0,Home,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6400,Girona,90+,1,Dona,Positiu PCR,5,2020-04-08
08/04/2020,7801,Metropolità Sud,80-89,0,Home,Positiu PCR,22,2020-04-08
08/04/2020,6400,Girona,50-59,0,Home,Positiu PCR,4,2020-04-08
08/04/2020,0000,No classificat,80-89,0,Home,Sospitós,5,2020-04-08
08/04/2020,7802,Metropolità Nord,90+,1,Dona,Positiu PCR,32,2020-04-08
08/04/2020,0000,No classificat,80-89,1,Dona,Sospitós,7,2020-04-08
08/04/2020,7802,Metropolità Nord,80-89,0,Home,Positiu PCR,29,2020-04-08
08/04/2020,6100,Lleida,20-29,0,Home,Sospitós,7,2020-04-08
08/04/2020,6200,Camp de Tarragona,20-29,0,Home,Sospitós,3,2020-04-08
08/04/2020,7802,Metropolità Nord,50-59,1,Dona,Positiu per Test Ràpid,2,2020-04-08
08/04/2020,6400,Girona,70-79,1,Dona,Positiu PCR,2,2020-04-08
08/04/2020,7802,Metropolità Nord,30-39,0,Home,Positiu PCR,11,2020-04-08
08/04/2020,0000,No classificat,80-89,1,Dona,Positiu PCR,2,2020-04-08
08/04/2020,6400,Girona,70-79,0,Home,Sospitós,20,2020-04-08
08/04/2020,6700,Catalunya Central,40-49,1,Dona,Sospitós,25,2020-04-08
08/04/2020,6200,Camp de Tarragona,70-79,0,Home,Positiu PCR,1,2020-04-08
08/04/2020,7801,Metropolità Sud,30-39,0,Home,Positiu PCR,16,2020-04-08
08/04/2020,6400,Girona,20-29,1,Dona,Sospitós,22,2020-04-08
08/04/2020,6700,Catalunya Central,20-29,1,Dona,Positiu PCR,16,2020-04-08
08/04/2020,7803,Barcelona Ciutat,60-69,0,Home,Positiu per Test Ràpid,3,2020-04-08
08/04/2020,6700,Catalunya Central,40-49,1,Dona,Positiu PCR,19,2020-04-08
08/04/2020,7803,Barcelona Ciutat,40-49,1,Dona,Positiu PCR,25,2020-04-08
08/04/2020,7801,Metropolità Sud,40-49,0,Home,Sospitós,36,2020-04-08
08/04/2020,7801,Metropolità Sud,70-79,1,Dona,Sospitós,23,2020-04-08
08/04/2020,6300,Terres de l'Ebre,50-59,1,Dona,Sospitós,5,2020-04-08
08/04/2020,0000,No classificat,20-29,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,7801,Metropolità Sud,90+,0,Home,Positiu PCR,6,2020-04-08
08/04/2020,7802,Metropolità Nord,70-79,0,Home,Sospitós,39,2020-04-08
08/04/2020,7802,Metropolità Nord,20-29,0,Home,Sospitós,16,2020-04-08
08/04/2020,7801,Metropolità Sud,20-29,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6200,Camp de Tarragona,50-59,1,Dona,Sospitós,17,2020-04-08
08/04/2020,7802,Metropolità Nord,20-29,0,Home,Positiu PCR,8,2020-04-08
08/04/2020,6100,Lleida,60-69,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,50-59,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,6200,Camp de Tarragona,0-9,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,6700,Catalunya Central,80-89,1,Dona,Positiu PCR,21,2020-04-08
08/04/2020,6400,Girona,90+,0,Home,Sospitós,5,2020-04-08
08/04/2020,7801,Metropolità Sud,20-29,1,Dona,Positiu PCR,14,2020-04-08
08/04/2020,7803,Barcelona Ciutat,60-69,1,Dona,Sospitós,34,2020-04-08
08/04/2020,6100,Lleida,10-19,1,Dona,Sospitós,3,2020-04-08
08/04/2020,6200,Camp de Tarragona,50-59,1,Dona,Positiu PCR,7,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,30-39,1,Dona,Sospitós,2,2020-04-08
08/04/2020,6300,Terres de l'Ebre,0-9,0,Home,Sospitós,2,2020-04-08
08/04/2020,6700,Catalunya Central,10-19,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,6100,Lleida,90+,1,Dona,Sospitós,5,2020-04-08
08/04/2020,7803,Barcelona Ciutat,80-89,0,Home,Positiu PCR,32,2020-04-08
08/04/2020,6100,Lleida,60-69,0,Home,Positiu PCR,4,2020-04-08
08/04/2020,6700,Catalunya Central,50-59,0,Home,Positiu PCR,14,2020-04-08
08/04/2020,6400,Girona,40-49,1,Dona,Sospitós,37,2020-04-08
08/04/2020,6400,Girona,0-9,0,Home,Sospitós,2,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,60-69,0,Home,Sospitós,1,2020-04-08
08/04/2020,0000,No classificat,10-19,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,70-79,0,Home,Sospitós,2,2020-04-08
08/04/2020,0000,No classificat,40-49,0,Home,Positiu PCR,1,2020-04-08
08/04/2020,6100,Lleida,0-9,1,Dona,Sospitós,5,2020-04-08
08/04/2020,6100,Lleida,40-49,0,Home,Positiu PCR,3,2020-04-08
08/04/2020,7801,Metropolità Sud,30-39,0,Home,Sospitós,23,2020-04-08
08/04/2020,7801,Metropolità Sud,90+,1,Dona,Sospitós,42,2020-04-08
08/04/2020,6400,Girona,60-69,1,Dona,Sospitós,25,2020-04-08
08/04/2020,0000,No classificat,90+,1,Dona,Sospitós,3,2020-04-08
08/04/2020,6400,Girona,80-89,1,Dona,Positiu PCR,5,2020-04-08
08/04/2020,6100,Lleida,80-89,0,Home,Positiu PCR,3,2020-04-08
08/04/2020,6400,Girona,80-89,0,Home,Sospitós,10,2020-04-08
08/04/2020,7803,Barcelona Ciutat,50-59,0,Home,Sospitós,29,2020-04-08
08/04/2020,7802,Metropolità Nord,60-69,1,Dona,Positiu per Test Ràpid,2,2020-04-08
08/04/2020,0000,No classificat,60-69,0,Home,Sospitós,2,2020-04-08
08/04/2020,6200,Camp de Tarragona,10-19,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6400,Girona,80-89,1,Dona,Sospitós,11,2020-04-08
08/04/2020,0000,No classificat,80-89,0,Home,Positiu PCR,4,2020-04-08
08/04/2020,6400,Girona,10-19,0,Home,Positiu PCR,1,2020-04-08
08/04/2020,6100,Lleida,60-69,1,Dona,Sospitós,6,2020-04-08
08/04/2020,6200,Camp de Tarragona,80-89,0,Home,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6300,Terres de l'Ebre,50-59,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,7802,Metropolità Nord,90+,1,Dona,Sospitós,35,2020-04-08
08/04/2020,6200,Camp de Tarragona,90+,1,Dona,Positiu PCR,5,2020-04-08
08/04/2020,7801,Metropolità Sud,40-49,1,Dona,Sospitós,77,2020-04-08
08/04/2020,6100,Lleida,80-89,0,Home,Sospitós,3,2020-04-08
08/04/2020,6200,Camp de Tarragona,90+,0,Home,Sospitós,3,2020-04-08
08/04/2020,6200,Camp de Tarragona,50-59,0,Home,Positiu PCR,3,2020-04-08
08/04/2020,6200,Camp de Tarragona,20-29,0,Home,Positiu PCR,3,2020-04-08
08/04/2020,7801,Metropolità Sud,80-89,1,Dona,Positiu PCR,36,2020-04-08
08/04/2020,7802,Metropolità Nord,30-39,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6100,Lleida,20-29,1,Dona,Positiu PCR,3,2020-04-08
08/04/2020,7801,Metropolità Sud,70-79,0,Home,Positiu PCR,11,2020-04-08
08/04/2020,6200,Camp de Tarragona,40-49,1,Dona,Sospitós,23,2020-04-08
08/04/2020,6100,Lleida,70-79,0,Home,Positiu PCR,3,2020-04-08
08/04/2020,6400,Girona,90+,1,Dona,Sospitós,13,2020-04-08
08/04/2020,7803,Barcelona Ciutat,10-19,1,Dona,Sospitós,1,2020-04-08
08/04/2020,6100,Lleida,50-59,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,7803,Barcelona Ciutat,40-49,0,Home,Positiu PCR,24,2020-04-08
08/04/2020,7803,Barcelona Ciutat,60-69,1,Dona,Positiu PCR,16,2020-04-08
08/04/2020,6200,Camp de Tarragona,80-89,1,Dona,Sospitós,12,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,50-59,0,Home,Sospitós,3,2020-04-08
08/04/2020,6200,Camp de Tarragona,60-69,1,Dona,Positiu PCR,2,2020-04-08
08/04/2020,6100,Lleida,80-89,1,Dona,Positiu per Test Ràpid,3,2020-04-08
08/04/2020,7803,Barcelona Ciutat,90+,0,Home,Sospitós,9,2020-04-08
08/04/2020,6300,Terres de l'Ebre,40-49,1,Dona,Sospitós,5,2020-04-08
08/04/2020,7801,Metropolità Sud,70-79,1,Dona,Positiu PCR,26,2020-04-08
08/04/2020,0000,No classificat,20-29,0,Home,Sospitós,7,2020-04-08
08/04/2020,6700,Catalunya Central,40-49,0,Home,Positiu PCR,4,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,40-49,1,Dona,Sospitós,5,2020-04-08
08/04/2020,7802,Metropolità Nord,10-19,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,90+,1,Dona,Sospitós,1,2020-04-08
08/04/2020,6700,Catalunya Central,20-29,1,Dona,Sospitós,28,2020-04-08
08/04/2020,6400,Girona,50-59,0,Home,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,7803,Barcelona Ciutat,90+,0,Home,Positiu PCR,11,2020-04-08
08/04/2020,6100,Lleida,90+,0,Home,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6700,Catalunya Central,90+,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,7802,Metropolità Nord,40-49,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6100,Lleida,20-29,1,Dona,Sospitós,8,2020-04-08
08/04/2020,6400,Girona,90+,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,6300,Terres de l'Ebre,0-9,1,Dona,Sospitós,2,2020-04-08
08/04/2020,7802,Metropolità Nord,50-59,1,Dona,Sospitós,73,2020-04-08
08/04/2020,6700,Catalunya Central,90+,0,Home,Sospitós,1,2020-04-08
08/04/2020,6100,Lleida,0-9,0,Home,Sospitós,1,2020-04-08
08/04/2020,6300,Terres de l'Ebre,30-39,0,Home,Sospitós,1,2020-04-08
08/04/2020,7802,Metropolità Nord,50-59,1,Dona,Positiu PCR,30,2020-04-08
08/04/2020,6400,Girona,60-69,1,Dona,Positiu PCR,5,2020-04-08
08/04/2020,7803,Barcelona Ciutat,50-59,1,Dona,Positiu PCR,24,2020-04-08
08/04/2020,6100,Lleida,70-79,1,Dona,Positiu PCR,4,2020-04-08
08/04/2020,6200,Camp de Tarragona,30-39,1,Dona,Sospitós,27,2020-04-08
08/04/2020,7802,Metropolità Nord,80-89,1,Dona,Positiu per Test Ràpid,3,2020-04-08
08/04/2020,6200,Camp de Tarragona,40-49,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,7802,Metropolità Nord,80-89,1,Dona,Sospitós,60,2020-04-08
08/04/2020,7801,Metropolità Sud,50-59,1,Dona,Sospitós,50,2020-04-08
08/04/2020,6300,Terres de l'Ebre,20-29,0,Home,Sospitós,5,2020-04-08
08/04/2020,6700,Catalunya Central,30-39,0,Home,Positiu PCR,3,2020-04-08
08/04/2020,7802,Metropolità Nord,40-49,1,Dona,Positiu PCR,25,2020-04-08
08/04/2020,0000,No classificat,50-59,0,Home,Positiu PCR,6,2020-04-08
08/04/2020,7801,Metropolità Sud,20-29,0,Home,Sospitós,12,2020-04-08
08/04/2020,6400,Girona,60-69,0,Home,Positiu PCR,5,2020-04-08
08/04/2020,7801,Metropolità Sud,60-69,1,Dona,Positiu PCR,14,2020-04-08
08/04/2020,6200,Camp de Tarragona,0-9,0,Home,Sospitós,2,2020-04-08
08/04/2020,7803,Barcelona Ciutat,30-39,0,Home,Sospitós,22,2020-04-08
08/04/2020,0000,No classificat,90+,0,Home,Sospitós,2,2020-04-08
08/04/2020,6700,Catalunya Central,60-69,0,Home,Positiu PCR,7,2020-04-08
08/04/2020,6100,Lleida,70-79,1,Dona,Sospitós,3,2020-04-08
08/04/2020,6200,Camp de Tarragona,70-79,1,Dona,Sospitós,11,2020-04-08
08/04/2020,7802,Metropolità Nord,10-19,1,Dona,Sospitós,6,2020-04-08
08/04/2020,6100,Lleida,70-79,1,Dona,Positiu per Test Ràpid,3,2020-04-08
08/04/2020,7802,Metropolità Nord,60-69,0,Home,Positiu PCR,14,2020-04-08
08/04/2020,7802,Metropolità Nord,70-79,1,Dona,Positiu PCR,12,2020-04-08
08/04/2020,6400,Girona,70-79,0,Home,Positiu PCR,3,2020-04-08
08/04/2020,6100,Lleida,10-19,0,Home,Sospitós,1,2020-04-08
08/04/2020,6300,Terres de l'Ebre,50-59,0,Home,Sospitós,4,2020-04-08
08/04/2020,6700,Catalunya Central,40-49,0,Home,Sospitós,21,2020-04-08
08/04/2020,6700,Catalunya Central,70-79,1,Dona,Positiu PCR,11,2020-04-08
08/04/2020,6200,Camp de Tarragona,50-59,0,Home,Sospitós,6,2020-04-08
08/04/2020,7801,Metropolità Sud,10-19,1,Dona,Sospitós,8,2020-04-08
08/04/2020,7802,Metropolità Nord,50-59,0,Home,Positiu PCR,16,2020-04-08
08/04/2020,0000,No classificat,70-79,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,0000,No classificat,70-79,0,Home,Sospitós,1,2020-04-08
08/04/2020,7801,Metropolità Sud,40-49,1,Dona,Positiu PCR,25,2020-04-08
08/04/2020,7802,Metropolità Nord,80-89,0,Home,Sospitós,25,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,20-29,1,Dona,Sospitós,2,2020-04-08
08/04/2020,7801,Metropolità Sud,90+,0,Home,Sospitós,11,2020-04-08
08/04/2020,6100,Lleida,30-39,0,Home,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,7803,Barcelona Ciutat,80-89,1,Dona,Positiu PCR,50,2020-04-08
08/04/2020,6200,Camp de Tarragona,90+,1,Dona,Sospitós,8,2020-04-08
08/04/2020,7802,Metropolità Nord,60-69,0,Home,Positiu per Test Ràpid,2,2020-04-08
08/04/2020,7802,Metropolità Nord,30-39,0,Home,Sospitós,28,2020-04-08
08/04/2020,6200,Camp de Tarragona,80-89,0,Home,Sospitós,6,2020-04-08
08/04/2020,6200,Camp de Tarragona,40-49,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,50-59,1,Dona,Sospitós,2,2020-04-08
08/04/2020,6400,Girona,40-49,0,Home,Sospitós,14,2020-04-08
08/04/2020,7803,Barcelona Ciutat,80-89,0,Home,Sospitós,26,2020-04-08
08/04/2020,7803,Barcelona Ciutat,80-89,1,Dona,Sospitós,50,2020-04-08
08/04/2020,7801,Metropolità Sud,10-19,1,Dona,Positiu PCR,3,2020-04-08
08/04/2020,7803,Barcelona Ciutat,70-79,0,Home,Positiu PCR,18,2020-04-08
08/04/2020,7803,Barcelona Ciutat,20-29,0,Home,Sospitós,22,2020-04-08
08/04/2020,6400,Girona,20-29,1,Dona,Positiu PCR,1,2020-04-08
08/04/2020,6700,Catalunya Central,80-89,0,Home,Positiu PCR,7,2020-04-08
08/04/2020,6400,Girona,20-29,0,Home,Sospitós,10,2020-04-08
08/04/2020,7801,Metropolità Sud,30-39,1,Dona,Positiu per Test Ràpid,1,2020-04-08
08/04/2020,6200,Camp de Tarragona,80-89,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,6100,Lleida,30-39,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,6300,Terres de l'Ebre,20-29,0,Home,Positiu PCR,1,2020-04-08
08/04/2020,6100,Lleida,20-29,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,6700,Catalunya Central,60-69,0,Home,Sospitós,11,2020-04-08
08/04/2020,0000,No classificat,20-29,0,Home,Positiu PCR,2,2020-04-08
08/04/2020,7802,Metropolità Nord,70-79,1,Dona,Sospitós,24,2020-04-08
08/04/2020,6700,Catalunya Central,20-29,0,Home,Sospitós,8,2020-04-08
08/04/2020,7100,Alt Pirineu i Aran,60-69,1,Dona,Positiu PCR,1,2020-04-08
